Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer data,Meteorological observations as transcribed,Cloudy,Fair,Smoke,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other Observations Transcribed
2022,2680, APS-275576-101_09,Mss.551.5.M26,275576-101,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-09,4:00 PM,16:00,NE,NE,49,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2681, APS-275576-101_10,Mss.551.5.M26,275576-101,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-10,sunrise,7:14,NE,NE,46,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2682, APS-275576-101_10,Mss.551.5.M26,275576-101,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-10,4:00 PM,16:00,NE,NE,47,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2683, APS-275576-101_11,Mss.551.5.M26,275576-101,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-11,sunrise,7:14,NE,NE,42,,,,,,,,James Madison,high clouds and ground gray with snow cloudy,y,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,2684, APS-275576-101_11,Mss.551.5.M26,275576-101,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-11,4:00 PM,16:00,NE,NE,44,,,,,,,,James Madison,snowing but thin,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,2685, APS-275576-101_12,Mss.551.5.M26,275576-101,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-12,sunrise,7:13,W,W,38,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,2686, APS-275576-101_12,Mss.551.5.M26,275576-101,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-12,4:00 PM,16:00,W,W,35,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,2687, APS-275576-101_13,Mss.551.5.M26,275576-101,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-13,sunrise,7:12,SW,SW,28,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,2688, APS-275576-101_13,Mss.551.5.M26,275576-101,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-13,4:00 PM,16:00,SW,SW,38,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,2689, APS-275576-101_14,Mss.551.5.M26,275576-101,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-14,sunrise,7:12,SW,SW,35,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,2690, APS-275576-101_14,Mss.551.5.M26,275576-101,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-14,4:00 PM,16:00,S,S,46,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,2691, APS-275576-101_15,Mss.551.5.M26,275576-101,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-15,sunrise,7:11,S,S,45,,,,,,,,James Madison,Cloudy after a sprinkling of Rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2034,2692, APS-275576-101_15,Mss.551.5.M26,275576-101,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-15,4:00 PM,16:00,SW,SW,51,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,2693, APS-275576-101_16,Mss.551.5.M26,275576-101,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-16,sunrise,7:11,SW,SW,46,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2694, APS-275576-101_16,Mss.551.5.M26,275576-101,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-16,4:00 PM,16:00,S,S,54,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,2695, APS-275576-101_17,Mss.551.5.M26,275576-101,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-17,sunrise,7:10,SW,SW,43,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,2696, APS-275576-101_17,Mss.551.5.M26,275576-101,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-17,4:00 PM,16:00,W,W,48,,,,,,,,James Madison,Fair and hard Wind today,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,2697, APS-275576-101_18,Mss.551.5.M26,275576-101,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-18,sunrise,7:09,SW,SW,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,2698, APS-275576-101_18,Mss.551.5.M26,275576-101,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-18,4:00 PM,16:00,W,W,50,,,,,,,,James Madison,fair and very windy,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,2699, APS-275576-101_19,Mss.551.5.M26,275576-101,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-19,sunrise,7:09,NE,NE,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,2700, APS-275576-101_19,Mss.551.5.M26,275576-101,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-19,4:00 PM,16:00,W,W,45,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,2701, APS-275576-101_20,Mss.551.5.M26,275576-101,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-20,sunrise,7:08,SW,SW,42,,,,,,,,James Madison,"cloudy, sleet",y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,
2044,2702, APS-275576-101_20,Mss.551.5.M26,275576-101,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-20,4:00 PM,16:00,S by W,SW,49,,,,,,,,James Madison,Hazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,2703, APS-275576-101_21,Mss.551.5.M26,275576-101,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-21,sunrise,7:07,S,S,51,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,2704, APS-275576-101_21,Mss.551.5.M26,275576-101,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,Jemmy may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/01-09-02-0132).,,1787-01-21,4:00 PM,16:00,NE,NE,53,,,,,,,,James Madison,thin clouds.,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jemmy set off for N. York
2047,2705, APS-275576-103_01,Mss.551.5.M26,275576-103,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-22,sunrise,7:06,NE,NE,48,,,,,,,,James Madison,misty fog,,,,y,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
2048,2706, APS-275576-103_01,Mss.551.5.M26,275576-103,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-22,4:00 PM,16:00,NE,NE,46,,,,,,,,James Madison,Rainy and thick clouds,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2049,2707, APS-275576-103_02,Mss.551.5.M26,275576-103,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-23,sunrise,7:05,NE,NE,42,,,,,,,,James Madison,very Cloudy and likely for Rain to continue,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,2708, APS-275576-103_02,Mss.551.5.M26,275576-103,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-23,4:00 PM,16:00,S,S,45,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,2709, APS-275576-103_03,Mss.551.5.M26,275576-103,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-24,sunrise,7:04,S by W,SW,47,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,2710, APS-275576-103_03,Mss.551.5.M26,275576-103,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-24,4:00 PM,16:00,S,S,52,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,2711, APS-275576-103_04,Mss.551.5.M26,275576-103,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-25,sunrise,7:04,NE,NE,46,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,2712, APS-275576-103_04,Mss.551.5.M26,275576-103,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-25,4:00 PM,16:00,NE,NE,45,,,,,,,,James Madison,Rainy,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2055,2713, APS-275576-103_05,Mss.551.5.M26,275576-103,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-26,sunrise,7:03,SW,SW,42,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,2714, APS-275576-103_05,Mss.551.5.M26,275576-103,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-26,4:00 PM,16:00,S,S,47,,,,,,,,James Madison,"Cloudy, with frequent sprinklings of rain",y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2057,2715, APS-275576-103_06,Mss.551.5.M26,275576-103,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-27,sunrise,7:02,E,E,46,,,,,,,,James Madison,very Cloudy after a Rainy Night,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2058,2716, APS-275576-103_06,Mss.551.5.M26,275576-103,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-27,4:00 PM,16:00,SW,SW,45,,,,,,,,James Madison,Clear from North to West and clouds going off to East,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
2059,2717, APS-275576-103_07,Mss.551.5.M26,275576-103,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-28,sunrise,7:01,E,E,38,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,2718, APS-275576-103_07,Mss.551.5.M26,275576-103,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-28,4:00 PM,16:00,S,S,40,,,,,,,,James Madison,Hazy,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,
2061,2719, APS-275576-103_08,Mss.551.5.M26,275576-103,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-29,sunrise,7:00,S,S,34,,,,,,,,James Madison,beginning to snow,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2720, APS-275576-103_08,Mss.551.5.M26,275576-103,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-29,4:00 PM,16:00,SW,SW,40,,,,,,,,James Madison,"Raining, ground thin covered with Snow",,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2063,2721, APS-275576-103_09,Mss.551.5.M26,275576-103,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-30,sunrise,6:59,SE,SE,40,,,,,,,,James Madison,Foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
2064,2722, APS-275576-103_09,Mss.551.5.M26,275576-103,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-30,4:00 PM,16:00,W,W,48,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,2723, APS-275576-103_10,Mss.551.5.M26,275576-103,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-31,sunrise,6:58,SE,SE,41,,,,,,,,James Madison,Misty clouds,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,2724, APS-275576-103_10,Mss.551.5.M26,275576-103,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-01-31,4:00 PM,16:00,SE,SE,45,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,2725, APS-275576-103_11,Mss.551.5.M26,275576-103,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-01,sunrise,6:57,SE,SE,40,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,2726, APS-275576-103_11,Mss.551.5.M26,275576-103,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-01,4:00 PM,16:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,2727, APS-275576-103_12,Mss.551.5.M26,275576-103,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-02,sunrise,6:56,SW,SW,40,,,,,,,,James Madison,"cloudy, but thin and high",y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,2728, APS-275576-103_12,Mss.551.5.M26,275576-103,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-02,4:00 PM,16:00,S,S,42,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,2729, APS-275576-103_13,Mss.551.5.M26,275576-103,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-03,sunrise,6:55,SW,SW,39,,,,,,,,James Madison,Snowing. Snow about 4 inches deep,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,2730, APS-275576-103_13,Mss.551.5.M26,275576-103,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-03,4:00 PM,16:00,W,W,42,,,,,,,,James Madison,Fair. Snow about 4 inches deep,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,2731, APS-275576-103_14,Mss.551.5.M26,275576-103,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-04,sunrise,6:54,W,W,35,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,2732, APS-275576-103_14,Mss.551.5.M26,275576-103,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-04,4:00 PM,16:00,N,N,40,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,2733, APS-275576-103_15,Mss.551.5.M26,275576-103,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-05,sunrise,6:53,W by S,WS,33,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,2734, APS-275576-103_15,Mss.551.5.M26,275576-103,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-05,4:00 PM,16:00,SW,SW,36,,,,,,,,James Madison,very Cloudy at dusk,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,2735, APS-275576-103_16,Mss.551.5.M26,275576-103,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-06,sunrise,6:52,S,S,39,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,2736, APS-275576-103_16,Mss.551.5.M26,275576-103,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-06,4:00 PM,16:00,S,S,39,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,2737, APS-275576-103_17,Mss.551.5.M26,275576-103,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-07,sunrise,6:51,NE,NE,45,,,,,,,,James Madison,Raining and thick clouds,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2080,2738, APS-275576-103_17,Mss.551.5.M26,275576-103,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-07,4:00 PM,16:00,NE,NE,44,,,,,,,,James Madison,Snowing after a Rainy day,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,2739, APS-275576-103_18,Mss.551.5.M26,275576-103,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-08,sunrise,6:50,NE,NE,40,,,,,,,,James Madison,very fine Hail and freezing mist,,,,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
2082,2740, APS-275576-103_18,Mss.551.5.M26,275576-103,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,wind handwriting,1787-02-08,4:00 PM,16:00,NE,NE,40,,,,,,,,James Madison,very Cloudy and Sleet,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,
2083,2741, APS-275576-103_19,Mss.551.5.M26,275576-103,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-09,sunrise,6:49,NW,NW,38,,,,,,,,James Madison,"flying clouds, clearing away, Sleet cloudy",y,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,,
2084,2742, APS-275576-103_19,Mss.551.5.M26,275576-103,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-09,4:00 PM,16:00,NE,NE,44,,,,,,,,James Madison,flying dark clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,2743, APS-275576-103_20,Mss.551.5.M26,275576-103,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-10,sunrise,6:48,NE,NE,23,,,,,,,,James Madison,Clear. Thermometer out of the House,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
2086,2744, APS-275576-103_20,Mss.551.5.M26,275576-103,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-10,4:00 PM,16:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,2745, APS-275576-103_21,Mss.551.5.M26,275576-103,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-11,sunrise,6:47,,,,,,,,,,,James Madison,Rained much,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2088,2746, APS-275576-103_21,Mss.551.5.M26,275576-103,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-11,4:00 PM,16:00,,,,,,,,,,,James Madison,Rained much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,2747, APS-275576-103_22,Mss.551.5.M26,275576-103,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-12,sunrise,6:45,,,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,2748, APS-275576-103_22,Mss.551.5.M26,275576-103,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-12,4:00 PM,16:00,,,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,2749, APS-275576-103_23,Mss.551.5.M26,275576-103,23,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-13,sunrise,6:44,,,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,2750, APS-275576-103_23,Mss.551.5.M26,275576-103,23,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-13,4:00 PM,16:00,,,,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,2751, APS-275576-103_24,Mss.551.5.M26,275576-103,24,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-14,sunrise,6:43,NNE,NNE,38,,,,,,,,James Madison,Misty. Thermometer out of the House,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,2752, APS-275576-103_24,Mss.551.5.M26,275576-103,24,https://diglib.amphilsoc.org/islandora/object/text%3A275576-103,,,1787-02-14,4:00 PM,16:00,NE,NE,40,,,,,,,,James Madison,"Raining, much Rain this day the 14th",,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2095,2753, APS-275576-105_01,Mss.551.5.M26,275576-105,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-15,sunrise,6:42,W,W,41,,,,,,,,James Madison,"cloudy, but clearing away after much Rain; Thermometer moved into the Porch and put in the Box",y,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,
2096,2754, APS-275576-105_01,Mss.551.5.M26,275576-105,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-15,4:00 PM,16:00,W,W,57,,,,,,,,James Madison,Fair and hard Wind (Thermometer out of Doors),,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,2755, APS-275576-105_02,Mss.551.5.M26,275576-105,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-16,sunrise,6:40,SW,SW,38,,,,,,,,James Madison,Thermometer out of Doors,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
2098,2756, APS-275576-105_02,Mss.551.5.M26,275576-105,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-16,4:00 PM,16:00,SW,SW,48,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,2757, APS-275576-105_03,Mss.551.5.M26,275576-105,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-17,sunrise,6:39,SW,SW,34,,,,,,,,James Madison,Hazy,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,
2100,2758, APS-275576-105_03,Mss.551.5.M26,275576-105,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-17,4:00 PM,16:00,SW,SW,53,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2759, APS-275576-105_04,Mss.551.5.M26,275576-105,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-18,sunrise,6:38,SE,SE,38,,,,,,,,James Madison,thin clouds and dark to the West,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2760, APS-275576-105_04,Mss.551.5.M26,275576-105,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-18,4:00 PM,16:00,SE,SE,58,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
2103,2761, APS-275576-105_05,Mss.551.5.M26,275576-105,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-19,sunrise,6:36,E,E,39,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2762, APS-275576-105_05,Mss.551.5.M26,275576-105,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-19,4:00 PM,16:00,S,S,62,,,,,,,,James Madison,mixed clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,, APS-275576-105_05,Mss.551.5.M26,275576-105,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-19,(...at 3 O'clock P.M.),15:00,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2763, APS-275576-105_06,Mss.551.5.M26,275576-105,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-20,sunrise,6:35,W,W,40,,,,,,,,James Madison,thin clouds and hard Wind,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2764, APS-275576-105_06,Mss.551.5.M26,275576-105,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-20,4:00 PM,16:00,W,W,38,,,,,,,,James Madison,fair and windy,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,2765, APS-275576-105_07,Mss.551.5.M26,275576-105,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-21,sunrise,6:34,SW,SW,20,,,,,,,,James Madison,Fair. Thermometer 19.5 a little after Sun Rise,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,2766, APS-275576-105_07,Mss.551.5.M26,275576-105,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-21,4:00 PM,16:00,SW,SW,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,2767, APS-275576-105_08,Mss.551.5.M26,275576-105,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-22,sunrise,6:33,SW,SW,31,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,2768, APS-275576-105_08,Mss.551.5.M26,275576-105,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-22,4:00 PM,16:00,S,S,50,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,2769, APS-275576-105_09,Mss.551.5.M26,275576-105,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-23,sunrise,6:32,NE,NE,31,,,,,,,,James Madison,snowing,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,2770, APS-275576-105_09,Mss.551.5.M26,275576-105,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-23,4:00 PM,16:00,NE,NE,33,,,,,,,,James Madison,Cloudy. Ground thin covered with Snow,y,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,2771, APS-275576-105_10,Mss.551.5.M26,275576-105,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-105,,,1787-02-24,sunrise,6:30,E,E,30,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
